pfamID	Uniprot_ID	seq id	alignment start	alignment end	Pfam_description.
P53365	ARFP2_HUMAN	ARFIP2	89	316	Arfaptin-like domain
P53367	ARFP1_HUMAN	ARFIP1	121	348	Arfaptin-like domain
Q05084	ICA69_HUMAN	ICA1	22	249	Arfaptin-like domain
Q8NDH6	ICA1L_HUMAN	ICA1L	15	242	Arfaptin-like domain
Q9NRD5	PICK1_HUMAN	PICK1	117	352	Arfaptin-like domain
P53370	NUDT6_HUMAN	NUDT6	46	129	Nudix hydrolase domain
P53384	NUBP1_HUMAN	NUBP1	52	304	NUBPL iron-transfer P-loop NTPase
Q8TB37	NUBPL_HUMAN	NUBPL	65	311	NUBPL iron-transfer P-loop NTPase
Q9Y5Y2	NUBP2_HUMAN	NUBP2	12	263	NUBPL iron-transfer P-loop NTPase
P53396	ACLY_HUMAN	ACLY	244	421	ATP citrate lyase citrate-binding
P53396	ACLY_HUMAN	ACLY	660	785	CoA-ligase
P53597	SUCA_HUMAN	SUCLG1	199	324	CoA-ligase
Q96I99	SUCB2_HUMAN	SUCLG2	306	426	CoA-ligase
Q9P2R7	SUCB1_HUMAN	SUCLA2	321	441	CoA-ligase
P53396	ACLY_HUMAN	ACLY	494	600	CoA binding domain
P53597	SUCA_HUMAN	SUCLG1	53	146	CoA binding domain
P53582	MAP11_HUMAN	METAP1	9	54	zf-MYND-like zinc finger, mRNA-binding
P53602	MVD1_HUMAN	MVD	197	382	Mevalonate 5-diphosphate decarboxylase C-terminal domain
P53618	COPB_HUMAN	COPB1	813	944	Coatomer beta subunit appendage platform
P53618	COPB_HUMAN	COPB1	667	807	Coatomer beta C-terminal region
P53621	COPA_HUMAN	COPA	815	1224	Coatomer (COPI) alpha subunit C-terminus
P53634	CATC_HUMAN	CTSC	25	141	Cathepsin C exclusion domain
P53675	CLH2_HUMAN	CLTCL1	356	421	Clathrin-H-link
Q00610	CLH1_HUMAN	CLTC	356	421	Clathrin-H-link
Q8NHS4	CLHC1_HUMAN	CLHC1	294	354	Clathrin-H-link
P53675	CLH2_HUMAN	CLTCL1	296	330	Clathrin propeller repeat
P53675	CLH2_HUMAN	CLTCL1	198	234	Clathrin propeller repeat
P53675	CLH2_HUMAN	CLTCL1	19	56	Clathrin propeller repeat
P53675	CLH2_HUMAN	CLTCL1	148	187	Clathrin propeller repeat
Q00610	CLH1_HUMAN	CLTC	19	56	Clathrin propeller repeat
Q00610	CLH1_HUMAN	CLTC	296	330	Clathrin propeller repeat
Q00610	CLH1_HUMAN	CLTC	198	234	Clathrin propeller repeat
Q00610	CLH1_HUMAN	CLTC	148	187	Clathrin propeller repeat
Q00610	CLH1_HUMAN	CLTC	253	288	Clathrin propeller repeat
P53675	CLH2_HUMAN	CLTCL1	331	354	Clathrin, heavy-chain linker
Q00610	CLH1_HUMAN	CLTC	331	354	Clathrin, heavy-chain linker
P53701	CCHL_HUMAN	HCCS	3	262	Cytochrome c/c1 heme lyase
P53803	RPAB4_HUMAN	POLR2K	17	48	DNA directed RNA polymerase, 7 kDa subunit
P53804	TTC3_HUMAN	TTC3	622	737	E3 ubiquitin-protein ligase TTC3/DZIP3 domain
Q86Y13	DZIP3_HUMAN	DZIP3	223	336	E3 ubiquitin-protein ligase TTC3/DZIP3 domain
P53805	RCAN1_HUMAN	RCAN1	75	246	Calcipressin
Q14206	RCAN2_HUMAN	RCAN2	20	191	Calcipressin
Q9UKA8	RCAN3_HUMAN	RCAN3	56	226	Calcipressin
P53814	SMTN_HUMAN	SMTN	570	619	Smoothelin cytoskeleton protein
P53814	SMTN_HUMAN	SMTN	1	41	Smoothelin cytoskeleton protein
P53814	SMTN_HUMAN	SMTN	73	122	Smoothelin cytoskeleton protein
P53990	IST1_HUMAN	IST1	12	176	Regulator of Vps4 activity in the MVB pathway
P53999	TCP4_HUMAN	SUB1	64	116	Transcriptional Coactivator p15 (PC4)
P54098	DPOG1_HUMAN	POLG	121	414	DNA mitochondrial polymerase exonuclease domain
P54105	ICLN_HUMAN	CLNS1A	35	164	Regulator of volume decrease after cellular swelling
P54132	BLM_HUMAN	BLM	1071	1198	RQC domain
Q14191	WRN_HUMAN	WRN	953	1066	RQC domain
P54132	BLM_HUMAN	BLM	1215	1282	HRDC domain
Q01780	EXOSX_HUMAN	EXOSC10	506	573	HRDC domain
Q14191	WRN_HUMAN	WRN	1153	1219	HRDC domain
P54132	BLM_HUMAN	BLM	425	647	BDHCT-box associated domain on Bloom syndrome protein
P54132	BLM_HUMAN	BLM	1	368	N-terminal region of Bloom syndrome protein
P54132	BLM_HUMAN	BLM	372	412	BDHCT (NUC031) domain
P54136	SYRC_HUMAN	RARS1	534	660	DALR anticodon binding domain
Q5D0E6	DALD3_HUMAN	DALRD3	403	543	DALR anticodon binding domain
Q5T160	SYRM_HUMAN	RARS2	463	578	DALR anticodon binding domain
P54136	SYRC_HUMAN	RARS1	78	166	Arginyl tRNA synthetase N terminal domain
P54136	SYRC_HUMAN	RARS1	174	520	tRNA synthetases class I (R)
Q5T160	SYRM_HUMAN	RARS2	102	449	tRNA synthetases class I (R)
P54198	HIRA_HUMAN	HIRA	764	962	TUP1-like enhancer of split
P54252	ATX3_HUMAN	ATXN3	9	166	Josephin
Q15040	JOS1_HUMAN	JOSD1	31	188	Josephin
Q8TAC2	JOS2_HUMAN	JOSD2	19	174	Josephin
Q9H3M9	ATX3L_HUMAN	ATXN3L	9	166	Josephin
P54252	ATX3_HUMAN	ATXN3	263	329	Unstructured region C-term to UIM in Ataxin3
Q9H3M9	ATX3L_HUMAN	ATXN3L	261	324	Unstructured region C-term to UIM in Ataxin3
P54259	ATN1_HUMAN	ATN1	1	219	Atrophin-1 family
P54259	ATN1_HUMAN	ATN1	402	1189	Atrophin-1 family
Q9P2R6	RERE_HUMAN	RERE	568	1565	Atrophin-1 family
P54274	TERF1_HUMAN	TERF1	74	270	Telomere repeat binding factor (TRF)
Q15554	TERF2_HUMAN	TERF2	94	293	Telomere repeat binding factor (TRF)
P54278	PMS2_HUMAN	PMS2	676	822	MutL C terminal dimerisation domain
Q9UHC1	MLH3_HUMAN	MLH3	1189	1372	MutL C terminal dimerisation domain
P54289	CA2D1_HUMAN	CACNA2D1	644	1072	Neuronal voltage-dependent calcium channel alpha 2acd
Q7Z3S7	CA2D4_HUMAN	CACNA2D4	680	1110	Neuronal voltage-dependent calcium channel alpha 2acd
Q8IZS8	CA2D3_HUMAN	CACNA2D3	642	1068	Neuronal voltage-dependent calcium channel alpha 2acd
Q9NY47	CA2D2_HUMAN	CACNA2D2	669	1111	Neuronal voltage-dependent calcium channel alpha 2acd
P54289	CA2D1_HUMAN	CACNA2D1	104	223	VWA N-terminal
Q5VU97	CAHD1_HUMAN	CACHD1	60	204	VWA N-terminal
Q7Z3S7	CA2D4_HUMAN	CACNA2D4	148	264	VWA N-terminal
Q8IZS8	CA2D3_HUMAN	CACNA2D3	113	229	VWA N-terminal
Q9NY47	CA2D2_HUMAN	CACNA2D2	141	265	VWA N-terminal
P54577	SYYC_HUMAN	YARS1	370	466	Putative tRNA binding domain
Q12904	AIMP1_HUMAN	AIMP1	157	250	Putative tRNA binding domain
P54646	AAPK2_HUMAN	PRKAA2	401	495	Adenylate sensor of SNF1-like protein kinase
Q13131	AAPK1_HUMAN	PRKAA1	406	503	Adenylate sensor of SNF1-like protein kinase
P54725	RD23A_HUMAN	RAD23A	232	288	XPC-binding domain
P54727	RD23B_HUMAN	RAD23B	276	332	XPC-binding domain
P54750	PDE1A_HUMAN	PDE1A	73	133	3'5'-cyclic nucleotide phosphodiesterase N-terminal
Q01064	PDE1B_HUMAN	PDE1B	77	137	3'5'-cyclic nucleotide phosphodiesterase N-terminal
Q14123	PDE1C_HUMAN	PDE1C	82	142	3'5'-cyclic nucleotide phosphodiesterase N-terminal
P54802	ANAG_HUMAN	NAGLU	474	733	Alpha-N-acetylglucosaminidase (NAGLU) C-terminal domain
P54802	ANAG_HUMAN	NAGLU	130	465	Alpha-N-acetylglucosaminidase (NAGLU) tim-barrel domain
P54802	ANAG_HUMAN	NAGLU	30	116	Alpha-N-acetylglucosaminidase (NAGLU) N-terminal domain
P54803	GALC_HUMAN	GALC	357	473	Glycosyl hydrolase family 59 central domain
P54803	GALC_HUMAN	GALC	55	349	Glycosyl hydrolase family 59
P54868	HMCS2_HUMAN	HMGCS2	224	506	Hydroxymethylglutaryl-coenzyme A synthase C terminal
Q01581	HMCS1_HUMAN	HMGCS1	187	469	Hydroxymethylglutaryl-coenzyme A synthase C terminal
P54868	HMCS2_HUMAN	HMGCS2	50	223	Hydroxymethylglutaryl-coenzyme A synthase N terminal
Q01581	HMCS1_HUMAN	HMGCS1	13	186	Hydroxymethylglutaryl-coenzyme A synthase N terminal
P54886	P5CS_HUMAN	ALDH18A1	71	329	Amino acid kinase family
P54922	ADPRH_HUMAN	ADPRH	6	326	ADP-ribosylglycohydrolase
Q8NDY3	ARHL1_HUMAN	ADPRHL1	6	328	ADP-ribosylglycohydrolase
Q9NX46	ADPRS_HUMAN	ADPRS	25	338	ADP-ribosylglycohydrolase
P55001	MFAP2_HUMAN	MFAP2	1	156	Microfibril-associated glycoprotein (MAGP)
Q13361	MFAP5_HUMAN	MFAP5	2	143	Microfibril-associated glycoprotein (MAGP)
P55011	S12A2_HUMAN	SLC12A2	801	1212	Solute carrier family 12
P55017	S12A3_HUMAN	SLC12A3	655	817	Solute carrier family 12
P55017	S12A3_HUMAN	SLC12A3	793	1020	Solute carrier family 12
Q13621	S12A1_HUMAN	SLC12A1	694	1099	Solute carrier family 12
Q9BXP2	S12A9_HUMAN	SLC12A9	545	639	Solute carrier family 12
Q9H2X9	S12A5_HUMAN	SLC12A5	830	983	Solute carrier family 12
Q9H2X9	S12A5_HUMAN	SLC12A5	711	837	Solute carrier family 12
Q9H2X9	S12A5_HUMAN	SLC12A5	1031	1139	Solute carrier family 12
Q9UHW9	S12A6_HUMAN	SLC12A6	773	899	Solute carrier family 12
Q9UHW9	S12A6_HUMAN	SLC12A6	892	1150	Solute carrier family 12
Q9UP95	S12A4_HUMAN	SLC12A4	829	1085	Solute carrier family 12
Q9UP95	S12A4_HUMAN	SLC12A4	708	831	Solute carrier family 12
Q9Y666	S12A7_HUMAN	SLC12A7	708	832	Solute carrier family 12
Q9Y666	S12A7_HUMAN	SLC12A7	814	1083	Solute carrier family 12
P55011	S12A2_HUMAN	SLC12A2	202	266	Amino acid permease N-terminal
P55017	S12A3_HUMAN	SLC12A3	45	116	Amino acid permease N-terminal
Q13621	S12A1_HUMAN	SLC12A1	90	157	Amino acid permease N-terminal
P55039	DRG2_HUMAN	DRG2	184	289	C-terminal region of MMR_HSR1 domain
Q9Y295	DRG1_HUMAN	DRG1	186	291	C-terminal region of MMR_HSR1 domain
P55056	APOC4_HUMAN	APOC4	31	124	Apolipoprotein C4
P55060	XPO2_HUMAN	CSE1L	527	962	CAS/CSE protein, C-terminus
P55061	BI1_HUMAN	TMBIM6	24	225	Inhibitor of apoptosis-promoting Bax1
Q7Z429	LFG1_HUMAN	GRINA	159	366	Inhibitor of apoptosis-promoting Bax1
Q969X1	LFG3_HUMAN	TMBIM1	96	307	Inhibitor of apoptosis-promoting Bax1
Q9BWQ8	LFG2_HUMAN	FAIM2	100	311	Inhibitor of apoptosis-promoting Bax1
Q9H3K2	GHITM_HUMAN	GHITM	121	337	Inhibitor of apoptosis-promoting Bax1
Q9HC24	LFG4_HUMAN	TMBIM4	32	232	Inhibitor of apoptosis-promoting Bax1
P55081	MFAP1_HUMAN	MFAP1	189	399	Microfibril-associated/Pre-mRNA processing
P55145	MANF_HUMAN	MANF	29	125	ARMET, N-terminal
Q49AH0	CDNF_HUMAN	CDNF	36	132	ARMET, N-terminal
P55145	MANF_HUMAN	MANF	129	171	ARMET, C-terminal
Q49AH0	CDNF_HUMAN	CDNF	136	178	ARMET, C-terminal
P55157	MTP_HUMAN	MTTP	592	889	MTP large subunit, lipid-binding domain
P55160	NCKPL_HUMAN	NCKAP1L	7	1123	Nck-associated protein 1
Q9Y2A7	NCKP1_HUMAN	NCKAP1	9	1122	Nck-associated protein 1
P55196	AFAD_HUMAN	AFDN	785	889	DIL domain
Q5U651	RAIN_HUMAN	RASIP1	770	877	DIL domain
Q96JH8	RADIL_HUMAN	RADIL	635	742	DIL domain
Q9NQX4	MYO5C_HUMAN	MYO5C	1574	1677	DIL domain
Q9ULV0	MYO5B_HUMAN	MYO5B	1680	1783	DIL domain
Q9Y4I1	MYO5A_HUMAN	MYO5A	1687	1790	DIL domain
P55265	DSRAD_HUMAN	ADAR	295	359	Adenosine deaminase z-alpha domain
P55265	DSRAD_HUMAN	ADAR	135	201	Adenosine deaminase z-alpha domain
Q9H171	ZBP1_HUMAN	ZBP1	11	69	Adenosine deaminase z-alpha domain
P55265	DSRAD_HUMAN	ADAR	886	1215	Adenosine-deaminase (editase) domain
P78563	RED1_HUMAN	ADARB1	370	731	Adenosine-deaminase (editase) domain
Q8NCV1	ADAD2_HUMAN	ADAD2	261	576	Adenosine-deaminase (editase) domain
Q96M93	ADAD1_HUMAN	ADAD1	249	568	Adenosine-deaminase (editase) domain
Q9BUB4	ADAT1_HUMAN	ADAT1	63	495	Adenosine-deaminase (editase) domain
Q9NS39	RED2_HUMAN	ADARB2	408	729	Adenosine-deaminase (editase) domain
P55317	FOXA1_HUMAN	FOXA1	17	169	Forkhead N-terminal region
P55318	FOXA3_HUMAN	FOXA3	16	116	Forkhead N-terminal region
Q9Y261	FOXA2_HUMAN	FOXA2	16	158	Forkhead N-terminal region
P55317	FOXA1_HUMAN	FOXA1	397	461	HNF3 C-terminal domain
Q9Y261	FOXA2_HUMAN	FOXA2	373	446	HNF3 C-terminal domain
P55345	ANM2_HUMAN	PRMT2	125	212	Methyltransferase small domain
Q9NRN9	METL5_HUMAN	METTL5	35	170	Methyltransferase small domain
Q9Y5N5	N6MT1_HUMAN	N6AMT1	16	141	Methyltransferase small domain
Q9Y5R4	HEMK1_HUMAN	HEMK1	153	256	Methyltransferase small domain
P55809	SCOT1_HUMAN	OXCT1	43	272	Coenzyme A transferase
P55809	SCOT1_HUMAN	OXCT1	302	501	Coenzyme A transferase
Q9BYC2	SCOT2_HUMAN	OXCT2	43	272	Coenzyme A transferase
Q9BYC2	SCOT2_HUMAN	OXCT2	299	498	Coenzyme A transferase
P55884	EIF3B_HUMAN	EIF3B	507	702	Eukaryotic translation initiation factor eIF2A
Q96J01	THOC3_HUMAN	THOC3	131	246	Eukaryotic translation initiation factor eIF2A
Q9BY44	EIF2A_HUMAN	EIF2A	216	411	Eukaryotic translation initiation factor eIF2A
Q9NV06	DCA13_HUMAN	DCAF13	173	311	Eukaryotic translation initiation factor eIF2A
P55895	RAG2_HUMAN	RAG2	51	389	Recombination activating protein 2
P55895	RAG2_HUMAN	RAG2	414	491	RAG2 PHD domain
P55957	BID_HUMAN	BID	3	192	BH3 interacting domain (BID)
P56134	ATPK_HUMAN	ATP5MF	12	90	Mitochondrial F1F0-ATP synthase, subunit f
P56181	NDUV3_HUMAN	NDUFV3	67	101	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial
P56182	RRP1_HUMAN	RRP1	11	219	Nucleolar protein,Nop52
Q14684	RRP1B_HUMAN	RRP1B	10	218	Nucleolar protein,Nop52
P56192	SYMC_HUMAN	MARS1	669	822	Anticodon binding domain of methionyl tRNA ligase
Q96GW9	SYMM_HUMAN	MARS2	437	549	Anticodon binding domain of methionyl tRNA ligase
P56192	SYMC_HUMAN	MARS1	266	658	tRNA synthetases class I (M)
Q96GW9	SYMM_HUMAN	MARS2	45	411	tRNA synthetases class I (M)
P56192	SYMC_HUMAN	MARS1	1	74	Glutathione S-transferase, N-terminal domain
P56277	CMC4_HUMAN	CMC4	6	62	Mature-T-Cell Proliferation I type
P56282	DPOE2_HUMAN	POLE2	2	74	DNA polymerases epsilon N terminal
P56378	ATP68_HUMAN	ATP5MJ	1	58	Mitochondrial proteolipid
P56381	ATP5E_HUMAN	ATP5F1E	3	50	Mitochondrial ATP synthase epsilon chain
Q5VTU8	AT5EL_HUMAN	ATP5F1EP2	3	50	Mitochondrial ATP synthase epsilon chain
P56385	ATP5I_HUMAN	ATP5ME	2	68	ATP synthase E chain
P56524	HDAC4_HUMAN	HDAC4	62	152	Glutamine rich N terminal domain of histone deacetylase 4
Q9UKV0	HDAC9_HUMAN	HDAC9	37	124	Glutamine rich N terminal domain of histone deacetylase 4
Q9UQL6	HDAC5_HUMAN	HDAC5	67	164	Glutamine rich N terminal domain of histone deacetylase 4
P56537	IF6_HUMAN	EIF6	4	204	eIF-6 family
P56589	PEX3_HUMAN	PEX3	156	364	Peroxin-3
P56589	PEX3_HUMAN	PEX3	7	101	Peroxin-3
P56589	PEX3_HUMAN	PEX3	95	154	Peroxin-3
P56597	NDK5_HUMAN	NME5	156	197	Dpy-30 motif
Q8WWB3	DYDC1_HUMAN	DYDC1	1	42	Dpy-30 motif
Q96IM9	DYDC2_HUMAN	DYDC2	1	42	Dpy-30 motif
Q96M32	KAD7_HUMAN	AK7	679	720	Dpy-30 motif
Q9C005	DPY30_HUMAN	DPY30	52	93	Dpy-30 motif
P56945	BCAR1_HUMAN	BCAR1	454	608	Serine rich protein interaction domain
Q14511	CASL_HUMAN	NEDD9	404	560	Serine rich protein interaction domain
Q9NQ75	CASS4_HUMAN	CASS4	435	591	Serine rich protein interaction domain
P57054	PIGP_HUMAN	PIGP	35	148	PIG-P
P57055	DSCR6_HUMAN	RIPPLY3	38	123	Transcription Regulator
Q0D2K3	RIPP1_HUMAN	RIPPLY1	56	140	Transcription Regulator
Q5TAB7	RIPP2_HUMAN	RIPPLY2	36	121	Transcription Regulator
P57060	RWD2B_HUMAN	RWDD2B	37	162	RWD domain
Q6NW29	RWDD4_HUMAN	RWDD4	5	108	RWD domain
Q6P158	DHX57_HUMAN	DHX57	246	419	RWD domain
Q96BH1	RNF25_HUMAN	RNF25	16	125	RWD domain
Q9H446	RWDD1_HUMAN	RWDD1	6	111	RWD domain
Q9P2K8	E2AK4_HUMAN	EIF2AK4	21	134	RWD domain
Q9P2X3	IMPCT_HUMAN	IMPACT	10	113	RWD domain
Q9UBS8	RNF14_HUMAN	RNF14	7	134	RWD domain
Q9UIY3	RWD2A_HUMAN	RWDD2A	10	131	RWD domain
Q9Y3V2	RWDD3_HUMAN	RWDD3	3	111	RWD domain
P57076	CF298_HUMAN	CFAP298	189	285	Cilia- and flagella-associated protein 298
P57088	TMM33_HUMAN	TMEM33	7	245	Transmembrane protein 33/Nucleoporin POM33
P57738	TCTA_HUMAN	TCTA	12	103	T-cell leukemia translocation-altered
P57740	NU107_HUMAN	NUP107	209	908	Nuclear pore protein 84 / 107 
P58004	SESN2_HUMAN	SESN2	43	479	PA26 p53-induced protein (sestrin)
P58005	SESN3_HUMAN	SESN3	39	491	PA26 p53-induced protein (sestrin)
Q9Y6P5	SESN1_HUMAN	SESN1	47	491	PA26 p53-induced protein (sestrin)
P58294	PROK1_HUMAN	PROK1	1	97	Prokineticin
Q9HC23	PROK2_HUMAN	PROK2	1	126	Prokineticin
Q9UBT3	DKK4_HUMAN	DKK4	135	213	Prokineticin
P58335	ANTR2_HUMAN	ANTXR2	394	485	Anthrax receptor C-terminus region
Q9H6X2	ANTR1_HUMAN	ANTXR1	396	488	Anthrax receptor C-terminus region
P58340	MLF1_HUMAN	MLF1	26	202	Myelodysplasia-myeloid leukemia factor 1-interacting protein
Q15773	MLF2_HUMAN	MLF2	16	199	Myelodysplasia-myeloid leukemia factor 1-interacting protein
P58499	FAM3B_HUMAN	FAM3B	107	196	Interleukin-like EMT inducer
P98173	FAM3A_HUMAN	FAM3A	103	191	Interleukin-like EMT inducer
Q8WUJ3	CEMIP_HUMAN	CEMIP	187	277	Interleukin-like EMT inducer
Q8WUJ3	CEMIP_HUMAN	CEMIP	1244	1330	Interleukin-like EMT inducer
Q8WZA1	PMGT1_HUMAN	POMGNT1	129	218	Interleukin-like EMT inducer
Q92520	FAM3C_HUMAN	FAM3C	102	190	Interleukin-like EMT inducer
Q96BQ1	FAM3D_HUMAN	FAM3D	99	187	Interleukin-like EMT inducer
Q9UHN6	CEIP2_HUMAN	CEMIP2	1243	1329	Interleukin-like EMT inducer
Q9UHN6	CEIP2_HUMAN	CEMIP2	265	357	Interleukin-like EMT inducer
P58511	SIM11_HUMAN	SMIM11	4	56	FAM165 family
P58557	YBEY_HUMAN	YBEY	12	148	Endoribonuclease YbeY
P58658	EVA1C_HUMAN	EVA1C	301	441	FAM176 family
Q9H8M9	EVA1A_HUMAN	EVA1A	13	152	FAM176 family
Q9NVM1	EVA1B_HUMAN	EVA1B	7	153	FAM176 family
P58753	TIRAP_HUMAN	TIRAP	88	211	TIR domain
Q6SZW1	SARM1_HUMAN	SARM1	564	696	TIR domain
Q86XR7	TCAM2_HUMAN	TICAM2	81	210	TIR domain
P59044	NLRP6_HUMAN	NLRP6	441	497	NOD2 winged helix domain
P59045	NAL11_HUMAN	NLRP11	392	448	NOD2 winged helix domain
P59046	NAL12_HUMAN	NLRP12	459	512	NOD2 winged helix domain
P59047	NALP5_HUMAN	NLRP5	527	582	NOD2 winged helix domain
Q13075	BIRC1_HUMAN	NAIP	687	742	NOD2 winged helix domain
Q7RTR0	NLRP9_HUMAN	NLRP9	390	443	NOD2 winged helix domain
Q7RTR2	NLRC3_HUMAN	NLRC3	395	453	NOD2 winged helix domain
Q86W24	NAL14_HUMAN	NLRP14	422	478	NOD2 winged helix domain
Q86W25	NAL13_HUMAN	NLRP13	478	535	NOD2 winged helix domain
Q86W26	NAL10_HUMAN	NLRP10	408	464	NOD2 winged helix domain
Q86W28	NALP8_HUMAN	NLRP8	449	505	NOD2 winged helix domain
Q8WX94	NALP7_HUMAN	NLRP7	410	466	NOD2 winged helix domain
Q96MN2	NALP4_HUMAN	NLRP4	394	450	NOD2 winged helix domain
Q96P20	NLRP3_HUMAN	NLRP3	464	520	NOD2 winged helix domain
Q9C000	NLRP1_HUMAN	NLRP1	566	621	NOD2 winged helix domain
Q9HC29	NOD2_HUMAN	NOD2	545	597	NOD2 winged helix domain
Q9NX02	NALP2_HUMAN	NLRP2	445	501	NOD2 winged helix domain
Q9Y239	NOD1_HUMAN	NOD1	458	515	NOD2 winged helix domain
P59044	NLRP6_HUMAN	NLRP6	500	636	NLRC4 helical domain HD2
P59045	NAL11_HUMAN	NLRP11	450	560	NLRC4 helical domain HD2
P59046	NAL12_HUMAN	NLRP12	514	628	NLRC4 helical domain HD2
P59047	NALP5_HUMAN	NLRP5	584	702	NLRC4 helical domain HD2
Q7RTR0	NLRP9_HUMAN	NLRP9	445	560	NLRC4 helical domain HD2
Q7RTR2	NLRC3_HUMAN	NLRC3	455	582	NLRC4 helical domain HD2
Q86W24	NAL14_HUMAN	NLRP14	480	597	NLRC4 helical domain HD2
Q86W25	NAL13_HUMAN	NLRP13	536	653	NLRC4 helical domain HD2
Q86W28	NALP8_HUMAN	NLRP8	508	624	NLRC4 helical domain HD2
Q86WI3	NLRC5_HUMAN	NLRC5	514	629	NLRC4 helical domain HD2
Q8WX94	NALP7_HUMAN	NLRP7	468	586	NLRC4 helical domain HD2
Q96MN2	NALP4_HUMAN	NLRP4	452	568	NLRC4 helical domain HD2
Q96P20	NLRP3_HUMAN	NLRP3	522	645	NLRC4 helical domain HD2
Q9C000	NLRP1_HUMAN	NLRP1	623	733	NLRC4 helical domain HD2
Q9HC29	NOD2_HUMAN	NOD2	603	757	NLRC4 helical domain HD2
Q9NX02	NALP2_HUMAN	NLRP2	503	620	NLRC4 helical domain HD2
Q9Y239	NOD1_HUMAN	NOD1	517	669	NLRC4 helical domain HD2
P59046	NAL12_HUMAN	NLRP12	129	201	Fish-specific NACHT associated domain
Q96P20	NLRP3_HUMAN	NLRP3	140	210	Fish-specific NACHT associated domain
P59103	DAOA_HUMAN	DAOA	72	153	D-amino acid oxidase activator
P59510	ATS20_HUMAN	ADAMTS20	1712	1909	GON domain
Q9P2N4	ATS9_HUMAN	ADAMTS9	1736	1934	GON domain
P59773	MNARL_HUMAN	MINAR2	47	189	MINAR1 C-terminal domain
Q9UPX6	MNAR1_HUMAN	MINAR1	759	914	MINAR1 C-terminal domain
P59797	SELV_HUMAN	SELENOV	264	338	Rdx family
P62341	SELT_HUMAN	SELENOT	40	179	Rdx family
P63302	SELW_HUMAN	SELENOW	4	78	Rdx family
Q8IZQ5	SELH_HUMAN	SELENOH	35	119	Rdx family
Q9BRT3	MIEN1_HUMAN	MIEN1	24	95	Rdx family
P59817	Z280A_HUMAN	ZNF280A	47	217	Domain of unknown function (DUF4195)
Q6N043	Z280D_HUMAN	ZNF280D	45	229	Domain of unknown function (DUF4195)
Q86YH2	Z280B_HUMAN	ZNF280B	45	226	Domain of unknown function (DUF4195)
Q8ND82	Z280C_HUMAN	ZNF280C	46	227	Domain of unknown function (DUF4195)
P59942	MCCD1_HUMAN	MCCD1	26	117	Mitochondrial coiled-coil domain protein 1
P59998	ARPC4_HUMAN	ARPC4	1	167	ARP2/3 complex 20 kDa subunit (ARPC4)
P60002	ELOF1_HUMAN	ELOF1	2	80	Transcription elongation factor Elf1 like
P60006	APC15_HUMAN	ANAPC15	2	93	Anaphase-promoting complex subunit 15
P60059	SC61G_HUMAN	SEC61G	12	66	SecE/Sec61-gamma subunits of protein translocation complex
P60174	TPIS_HUMAN	TPI1	7	248	Triosephosphate isomerase
P60228	EIF3E_HUMAN	EIF3E	5	138	eIF3 subunit 6 N terminal domain
P60321	NANO2_HUMAN	NANOS2	63	116	Nanos RNA binding domain
P60323	NANO3_HUMAN	NANOS3	58	111	Nanos RNA binding domain
Q8WY41	NANO1_HUMAN	NANOS1	214	267	Nanos RNA binding domain
P60468	SC61B_HUMAN	SEC61B	51	91	Sec61beta family
P60568	IL2_HUMAN	IL2	7	150	Interleukin 2
P60602	ROMO1_HUMAN	ROMO1	14	79	Reactive mitochondrial oxygen species modulator 1
P60866	RS20_HUMAN	RPS20	21	115	Ribosomal protein S10p/S20e
P82664	RT10_HUMAN	MRPS10	77	173	Ribosomal protein S10p/S20e
Q96GC5	RM48_HUMAN	MRPL48	92	187	Ribosomal protein S10p/S20e
P60896	SEM1_HUMAN	SEM1	5	62	DSS1/SEM1 family
P60985	KTDAP_HUMAN	KRTDAP	23	99	Keratinocyte differentiation-associated
P61009	SPCS3_HUMAN	SPCS3	1	173	Signal peptidase subunit
P61011	SRP54_HUMAN	SRP54	326	431	Signal peptide binding domain
P61073	CXCR4_HUMAN	CXCR4	6	38	CXCR4 Chemokine receptor N terminal
P61129	ZC3H6_HUMAN	ZC3H6	278	296	Zinc finger domain
Q8N5P1	ZC3H8_HUMAN	ZC3H8	226	244	Zinc finger domain
P61165	TM258_HUMAN	TMEM258	7	79	Oligosaccharyltransferase subunit 5
P61218	RPAB2_HUMAN	POLR2F	51	104	RNA polymerase Rpb6 
P61221	ABCE1_HUMAN	ABCE1	6	37	Possible Fer4-like domain in RNase L inhibitor, RLI
Q9UJK0	TSR3_HUMAN	TSR3	58	92	Possible Fer4-like domain in RNase L inhibitor, RLI
P61221	ABCE1_HUMAN	ABCE1	48	71	4Fe-4S binding domain
P61247	RS3A_HUMAN	RPS3A	16	221	Ribosomal S3Ae family
P61254	RL26_HUMAN	RPL26	8	122	Ribosomal proteins L26 eukaryotic, L24P archaeal
Q9UNX3	RL26L_HUMAN	RPL26L1	8	122	Ribosomal proteins L26 eukaryotic, L24P archaeal
P61289	PSME3_HUMAN	PSME3	108	252	Proteasome activator pa28 beta subunit
Q06323	PSME1_HUMAN	PSME1	103	247	Proteasome activator pa28 beta subunit
Q9UL46	PSME2_HUMAN	PSME2	93	237	Proteasome activator pa28 beta subunit
